date,category,title,author,text,LDA_Topics,count_docs,PH_Loc,status,counts,case,Loc
2020-01-28,nCov,"WHO chief says confident in China's ability to contain virus, urges calm",Reuters,"


A medical worker in protective suit checks the body temperature of a driver at a checkpoint outside the city of Yueyang, Hunan Province, near the border to Hubei Province that is on lockdown after an outbreak of a new coronavirus, China, Jan. 28, 2020. Thomas Peter, Reuters


BEIJING - The World Health Organization's (WHO) director-general said on Tuesday he is confident in China's ability to control and contain the spread of a new coronavirus, China's Ministry of Foreign Affairs said.
At a meeting with authorities in Beijing, Tedros Adhanom Ghebreyesus said he approved of the Chinese government's measures to curb the outbreak so far, according to a statement posted on the foreign affairs ministry's website.
The death toll from the virus has climbed to 106 in China and cases are being reported in a growing number of other countries.

China virus death toll passes 100 as US, Canada issue travel warning 
The global spread of the coronavirus: Where is it?

The WHO called the epidemic ""an emergency in China"" on Jan. 23, but stopped short of declaring it a global public health emergency.
Tedros said he does not advocate the evacuation of foreign nationals currently in China, and urged people to stay calm.
Several countries including the United States, France, Japan, South Korea and Morocco have said they will evacuate some citizens from Wuhan, a city of 11 million in central China and the epicenter of the outbreak.
Wuhan, where the virus emerged late last year, apparently in a market illegally selling wildlife, has been put on a virtual lockdown with bans on almost all transport and public gatherings.
Tens of millions of others in Hubei province, where Wuhan is located, live under some form of travel curbs in a bid to contain the spread of the virus.

China urges citizens to delay foreign travel over virus fears
Foreigners prepare to flee as China virus toll tops 100 

The coronavirus can cause pneumonia, but it is too early to know just how dangerous it is and how easily it spreads.
Some health experts have questioned whether China can contain it.
Chinese health officials say the incubation period could range from 1 to 14 days, and the virus is infectious during that time. The WHO estimated an incubation period of 2 to 10 days. 
","['china', '\n ', 'virus', 'said', '\n\n ', 'health', 'foreign', 'coronavirus', 'spread', 'toll', 'province', 'travel', 'contain', 'outbreak', 'wuhan', 'city', 'period', '\n\n\n ', 'new', 'citizens', 'death', 'emergency', 'countries', 'global', 'jan', '100', 'ministry', 'beijing', 'tedros', 'affairs']",[],[[]],,0,,[]
2020-01-28,nCov,Thailand to screen arrivals from China as tally of virus infections hits 14,Reuters,"


Members of the Thai Airways crew disinfect the cabin of an aircraft of the national carrier during a procedure to prevent the spread of the coronavirus at Bangkok's Suvarnabhumi International Airport, Thailand, Jan. 28, 2020. Athit Perawongmetha, Reuters


BANGKOK - Thailand announced plans on Tuesday to screen all arrivals from China for symptoms of a deadly virus and confirmed 6 more infections among such visitors, taking the southeast Asian nation's tally to 14, health officials said.
The new strain of coronavirus claimed its first victim in Beijing, the Chinese capital, taking the death toll to 106 as infections reached 4,515, although there have been no deaths outside China.
Five victims among Thailand's new cases, aged between 6 and 70, came from China's central province of Hubei, and belonged to the same family, health official Tanarak Plipat, told reporters, and the sixth from southwestern Chongqing province.

China virus death toll passes 100 as US, Canada issue travel warning

One passenger from among the family of 7 traveling together was taken to hospital after showing symptoms on arrival, added Tanarak, the deputy director-general of the department of disease control.
The other 4 of the family were quarantined after showing symptoms following monitoring, he added.
""Now we will expand screening to all Chinese from China and prepare equipment to screen 100 percent,"" said Sukhum Kanchanapimai, the permanent secretary of the public health ministry.
Thailand had earlier screened passengers only from China's central city of Wuhan, the epicenter of the outbreak, its southern city of Guangzhou and northeastern Changchun across 5 airports, from Suvarnabhumi in Bangkok to those at Chiang Mai, Don Mueng, Phuket and Krabi. 
","['china', '\n ', 'thailand', 'symptoms', 'family', 'health', 'bangkok', '\n\n\n ', 'said', 'showing', 'new', 'city', 'tanarak', '\n\n ', 'virus', 'central', 'coronavirus', 'taking', 'chinese', '6', 'screen', '100', 'infections', 'suvarnabhumi', 'added', 'province', 'death', 'toll', 'thai', 'passengers']",[],[[]],,0,,[]
2020-01-28,nCov,PH reviews repatriation of Filipinos from China virus epicenter,"Arianne Merez, ABS-CBN News","


Airport personnel monitor a thermal scanner as passengers arrive at the Ninoy Aquino International Airport in Pasay, Jan. 23, 2020. Eloisa Lopez, Reuters


MANILA - The Philippine government is studying the possible repatriation of Filipinos from the Chinese city of Wuhan, the global epicenter of a new coronavirus outbreak, as migrant workers there expressed desire to come home.
Malacañang will wait for the recommendation of the Department of Health (DOH) and Department of Foreign Affairs (DFA) on the return of some 150 Filipinos from Wuhan, Presidential spokesman Salvador Panelo said, noting that the government has to be “cautious” to ensure that the Philippines remains free of the virus.
“We must consider the health issue on the spread [of the virus]. Ano ba mas makakabuti? That they’ll stay there for a while until the crisis is over or we’ll get them and bring them here and open the possibility of spreading it here?” he told reporters.
Filipinos working in Wuhan, where the virus outbreak started in December, have expressed worries over their condition as the Chinese city sought to control the spread of the virus.

Filipinos in Wuhan worry over virus, ponder coming home: OFW 

Authorities have barred travel to and from Chinese province Hubei and its capital Wuhan, where the coronavirus was first detected before it spread across China and to a dozen other countries.
Health officials also confirmed cases of the virus in Thailand, Vietnam, Singapore, Japan, South Korea, Taiwan, Nepal, and the United States.
Panelo added that the government would also review the possible repatriation of Filipinos in other countries where there are confirmed cases of coronavirus.
On Tuesday, the Bureau of Immigration (BI) said it would temporarily stop issuing tourist visas on arrival to Chinese nationals in light of the virus scare.

Philippines suspends visas on arrival to Chinese nationals on virus fears

","['virus', '\n ', 'wuhan', 'filipinos', 'chinese', 'health', 'spread', '\n\n ', 'coronavirus', 'government', 'expressed', 'panelo', 'cases', 'nationals', '\n\n\n ', 'department', 'visas', 'countries', 'possible', 'city', 'philippines', 'outbreak', 'said', 'arrival', 'repatriation', 'home', 'airport', 'confirmed', 'vietnam', 'possibility']",[],[[]],,0,,[]
2020-01-28,nCov,"Facebook, others restrict business travel to China as warnings grow","Josh Horwitz and Heekyong Yang, Reuters","


Facebook branding is seen in a workspace at the company's offices in London, Britain, Jan. 20, 2020. Toby Melville, Reuters


SHANGHAI/SEOUL - Facebook Inc and other global companies including LG Electronics Inc and Standard Chartered Plc are restricting travel to China, as the death toll from a flu-like virus rose above 100 on Tuesday.
Airlines are also canceling flights and adjusting schedules as a growing number of countries raise travel warnings to not just Hubei province where the new coronavirus broke out, but also to the rest of mainland China.
The United States warned on Monday that Americans should ""reconsider"" visiting all of China, while South Korea elevated its travel warning on Tuesday, advising its citizens to refrain from visiting China.
Facebook became the first major US company to announce a travel suspension after the US government's warning.
The US social media company asked employees to halt non-essential travel to mainland China and told employees who had traveled there to work from home, a spokesman said on Tuesday.
""Out of an abundance of caution, we have taken steps to protect the health and safety of our employees,"" the spokesman told Reuters.

China virus death toll passes 100 as US, Canada issue travel warning

South Korean home appliances maker LG has put a complete ban on travel to China and has advised employees on business trips in the country to return home as quickly as possible, a company spokeswoman said.
South Korean chipmaker SK Hynix Inc said it was urging employees to avoid all non-essential travel to China, while banking group Standard Chartered restricted travel to both mainland China and Hong Kong.
In Germany, auto supplier Webasto, which has 11 sites in China, including in Wuhan, has halted all corporate travel to and from China following the virus and the infection of an employee.
Japan's Honda Motor Co Ltd said it recommended employees avoid travel to China, while Nissan Motor Co said it planned to evacuate its Japanese staff and their families in Wuhan via a government-chartered flight.
As companies reassessed the risk of travel to China, some airlines said demand for flights was falling and they were adjusting schedules.
South Korean budget carrier Air Seoul said it would halt all flights to China, while Taiwan's China Airlines announced a further rescheduling of its flights to China from Friday to Feb. 10, canceling 5 flights and rearranging the schedules of others.
Taiwan's Eva Airways also said some flights to China may be canceled.
Germany's Lufthansa said on Monday bookings for its flights to and from China were slightly subdued due to the coronavirus outbreak.
Hong Kong's Cathay Pacific Airways Ltd said it was reducing overnight layovers for crew at all points in mainland China as much as possible, resulting in some changes to its flight schedule.

The global spread of the coronavirus: Where is it?

International SOS, a medical and travel security services firm that advises companies on travel, said its guidance for now was that business travel to China outside Hubei province could continue.
But this could be updated if there were major flight cancellations throughout China and more disruptions to ground transport, including rail, International SOS Regional Security Director James Robertson said.
""Many of our clients have chosen to defer or cancel upcoming travel based on their own individual assessments,"" Robertson said. ""If people do choose to travel they need flexible itineraries accounting for extra time for temperature and health screenings.""
","['china', 'travel', '\n ', 'said', 'flights', 'employees', 'company', 'mainland', 'south', '\n\n ', 'including', 'facebook', 'chartered', 'flight', 'korean', 'coronavirus', 'schedules', 'inc', 'tuesday', 'airlines', 'virus', 'companies', 'home', 'warning', 'major', 'germany', 'monday', 'security', 'canceling', 'possible']",[],[[]],,0,,[]
2020-01-28,nCov,Foreigners prepare to flee as China virus toll tops 100,"Leo Ramirez, Agence France-Presse","


Street view after Wuhan government announced to ban non-essential vehicles in downtown area to contain coronavirus outbreak, on the second day of the Chinese Lunar New Year, in Wuhan, Hubei province, China, Jan. 26, 2020. cnsphoto/Reuters


WUHAN - The United States and other nations raced to get their citizens out of the locked-down Chinese city at ground-zero of a virus epidemic on Tuesday, as the death toll surged to 106 and the number of confirmed infections doubled to over 4,500.
The deadly virus, which experts believe emanated from a wild animal market in the city of Wuhan last month, has triggered a desperate Chinese containment effort after spreading nationwide and to more than a dozen other countries. 
The government has sealed off Wuhan and other cities in central Hubei province, effectively trapping more than 50 million people, including thousands of foreigners, in a bid to contain the virus as the high-travel Lunar New Year holiday unfolds.
As those trapped in Wuhan have become increasingly anxious, governments have scrambled to devise ways to safely get their citizens out of the city of 11 million.

The global spread of the coronavirus: Where is it? 

The United States, France and Japan are among those to have announced plans for airlifts, but nearly a week after the lockdown the evacuations have yet to happen.
A chartered US-bound flight had been scheduled to leave Wuhan on Tuesday with consular staff and some American citizens.
But the State Department said that had been postponed to Wednesday, without giving a reason.
France has also said it intends to fly its citizens out of the city in the middle of this week, and Japan has similar plans.

Japan will evacuate nationals from China virus city: Abe

Several other countries also were working to repatriate their people, while Germany said it was considering doing so.
The virus can be transmitted between people, although scientists have yet to determine how contagious it is and exactly the way it is spread.
In bids to stop huge numbers of people coming into close contact with each other, China has imposed tight transport restrictions in other parts of the country.
It has extended the Lunar New Year national holiday into next week.
The education ministry on Tuesday also said the spring semester for schools and universities nationwide would be postponed, without giving a resumption date.
DEATH TOLL CLIMBS
Despite the unprecedented measures, the virus has showed little sign of slowing down.
The national health commission on Tuesday said 26 new deaths occurred in the preceding 24 hours, bringing the nationwide total to 106. 
Confirmed infections in China also jumped to 4,515, it said, up from 2,744 on Monday.
There were nearly 7,000 more cases suspected and awaiting confirmation, according to the commission.
The virus has also continued to spread around the world.

China virus death toll passes 100 as US, Canada issue travel warning

On Monday, the first infections were confirmed in Germany, Canada and Sri Lanka.
Fears over containment were heightened on Sunday when Wuhan's mayor, wearing a medical mask, revealed at a press conference that 5 million people had left the city for other parts of the country during the massive travel rush that precedes the New Year holiday.
President Donald Trump said the United States has offered Beijing ""any help that is necessary"" in combating the virus.
But the United States, Turkey, and Germany were among nations urging their citizens to ""reconsider"" all travel to China.
Malaysia on Monday banned visitors arriving from Hubei.
Landlocked Mongolia -- which is heavily dependent on trade with China -- took the drastic step of closing the border with its huge neighbor to cars.
Mongolia also cancelled classes until March 2 and suspended large public gatherings.
DESPERATE EFFORTS
Medical facilities have been overwhelmed in Wuhan, which has become a near ghost-town.
China has deployed hundreds of military medics to ease the pressure, and started building2 hospitals with the aim of finishing them in just 10 days.
AFP reporters saw hundreds of mask-wearing workers toiling around the clock to assemble one of the pre-fab field hospitals.

China deploys army medics to overwhelmed virus epicenter

Construction began just days ago but the outline of a floor was already taking shape and electrical switchboards were up on Monday.
""We have to work fast to combat the epidemic,"" a worker in his 30s, who refused to give his name, told AFP.
Stressed Wuhan residents living under the quarantine expressed fears for the health and dwindling supplies at home.
""I'm getting more concerned every day,"" Do Quang Duy, a 32-year-old Vietnamese masters student in Wuhan, told AFP.
FIGHTING SPIRIT
But Wuhan's people, who have a reputation in China for resilience, sought to project a fighting spirit.
Quarantined residents shouted ""Go Wuhan"" from their windows, according to videos posted online. 
A building lit up the night sky late on Monday with those words in red.

WHO says still probing if Chinese virus can spread before symptoms

The World Health Organization last week stopped short of declaring the outbreak a global emergency, which could have prompted a more aggressive international response such as travel restrictions.
But the WHO on Monday admitted making an error in originally assessing the virus' worldwide threat as ""moderate,"" issuing an update late on Sunday to say the risk was actually ""high at the global level.""
WHO chief Tedros Adhanom Ghebreyesus traveled to Beijing this week for discussions with Chinese officials to coordinate on the crisis.
","['\n ', 'wuhan', 'virus', 'china', '\n\n ', 'said', 'city', 'monday', 'people', 'travel', 'new', 'chinese', 'week', 'citizens', 'spread', 'united', 'states', 'year', 'tuesday', 'health', '\xa0\n ', 'death', 'global', 'germany', 'holiday', 'toll', 'infections', 'million', 'lunar', 'japan']",[],[[]],,0,,[]
2020-01-28,nCov,China delays schools' return over virus fears,Agence France-Presse,"


People wearing face masks pose for pictures at the Tiananmen Gate, as the country is hit by an outbreak of the new coronavirus, in Beijing, China, Jan. 27, 2020. Carlos Garcia Rawlins, Reuters


BEIJING - China on Tuesday postponed the start of the spring semester for schools and universities across the country over concerns about a novel virus outbreak.
The decision came as the death toll from the new coronavirus soared to 106 and the total number of cases surpassed 4,000 nationwide.
Students are currently on holiday for the Lunar New Year and the education ministry did not provide a date for teaching to resume.

China virus death toll jumps to 106, nearly 1,300 new cases: govt

But a statement from the ministry said teaching institutions would reopen on a case-by-case basis.
School administrators had been instructed to ""require students not to go out, not to gather and not to hold or participate in centralized activities"", the statement added. 
Authorities on Monday decided to extend China's Lunar New Year holiday, originally due to end on Jan. 30, for 3 days to limit population flows and control the epidemic.
© Agence France-Presse
","['new', '\n ', 'china', 'death', 'country', 'coronavirus', 'year', 'cases', 'jan', '\n\n\n ', 'outbreak', 'toll', 'ministry', 'students', 'teaching', 'virus', '\n\n ', '106', 'beijing', 'statement', 'holiday', 'lunar', 'case', 'surpassed', 'extend', 'postponed', '\n', 'flows', 'wearing', '27']",[],[[]],suspected,0,,[]
2020-01-28,nCov,Philippines halts visas on arrival for Chinese on virus fears,Reuters,"


Airport personnel monitor a thermal scanner as passengers arrive at the Ninoy Aquino International Airport in Pasay, Jan. 23, 2020. Eloisa Lopez, Reuters


MANILA (UPDATE) - The Philippines stopped issuing visas on arrival to Chinese nationals on Tuesday, in a bid to keep the southeast Asian nation free of a new virus that has killed 106 and infected more than 4,500 since emerging in China in December.
There have been no confirmed cases in the Philippines since the coronavirus outbreak began in China's central city of Wuhan, but infections have been confirmed in Japan, Nepal, Singapore, South Korea, Taiwan, Thailand, the United States and Vietnam.
""We are taking this proactive measure to slow down travel, and possibly help prevent the entry of the 2019-nCoV,"" Jaime Morente, the commissioner of the Philippines' Bureau of Immigration, said in a statement, referring to the virus.
There is no order barring Chinese nationals from entering the Philippines, however, Morente said.
He did not say when the facility would be resumed. Chinese nationals can still apply for visas at any Philippine embassy or consulate at their places of residence.
Health authorities are monitoring more than 11 suspected cases of the new coronavirus, they said on Tuesday.
The ""visa upon arrival"" facility has been offered to Chinese nationals since 2017, in an effort to boost tourism. Those eligible included investors and businessmen, athletes, delegates to international conventions and tour groups.
Chinese tourists accounted for 22 percent of the 7.5 million visitors to the Philippines between January and November last year, making China the second top nation of origin for international travelers to the country. 
","['\n ', 'philippines', 'chinese', 'nationals', 'china', 'international', 'said', 'visas', '\n\n\n ', 'new', 'cases', 'virus', 'arrival', 'morente', 'nation', 'tuesday', 'confirmed', 'airport', 'coronavirus', 'facility', 'philippine', 'southeast', 'december', 'tour', 'monitor', 'effort', 'resumed', '22', 'united', 'commissioner']",['11 suspected'],[[]],,11,suspected,[]
2020-01-26,nCov,Canada identifies first case of coronavirus,"Denny Thomas and Aishwarya Nair, Reuters","


Travellers wear masks at Pearson airport arrivals, shortly after Toronto Public Health received notification of Canada's first presumptive confirmed case of coronavirus, in Toronto, Ontario, Canada January 25, 2020. Carlos Osorio, Reuters


TORONTO/BENGALURU, Jan 25 (Reuters) - Canada on Saturday declared the first ""presumptive"" confirmed case of the deadly coronavirus in a resident who had returned from the central Chinese city of Wuhan, the epicenter of the outbreak of the viral disease.
Ontario health officials told a news conference the patient is a male in his 50s, who arrived in Toronto on Jan. 22 and was hospitalized the next day after developing symptoms of respiratory illness.
Barbara Yaffe, Ontario's associate chief medical officer of health, told reporters that the man is being treated in a public hospital and is in a stable condition.
Ontario health officials are investigating the details of the man's contact with others since arriving in Toronto. Early indications are that he took private transportation home after arriving at Toronto airport and then paramedics brought him to the hospital, they added.
The health officials said it is a relatively small family situation, though they declined to give a number, and there is very little by way of contact. They said his family members have been put into self isolation.
Officials said the results from the provincial laboratory confirming the positive case arrived earlier on Saturday. Once the results from the local laboratory are confirmed by Canada's National Microbiology Laboratory, the case will be declared the country's first confirmed case of coronavirus.
Canada is on high alert to prevent the spread of coronavirus and avoid the repeat of SARS, or Severe Acute Respiratory Syndrome, that killed 44 people in Canada, the only country outside Asia to report deaths from that virus in 2002-2003. Government health officials say Canada is better prepared this time.
The deadly coronavirus has infected more than 1,975 people and killed at least 56 in China. The virus has spread to several countries including the United States, Thailand, South Korea, Japan, Australia and France. (Reporting by Aishwarya Nair in Bengaluru and Denny Thomas in Toronto ; Editing by Diane Craft and Sandra Maler)
","['canada', '\n ', 'toronto', 'health', 'officials', 'case', 'coronavirus', 'ontario', 'confirmed', 'said', 'laboratory', 'people', 'respiratory', 'told', 'reuters', 'family', 'contact', '\n\n\n ', 'killed', 'hospital', 'country', 'spread', 'presumptive', 'saturday', 'man', 'public', 'bengaluru', '25', 'airport', 'arrived']",[],[[]],suspected,0,,[]
2020-01-26,nCov,China hardens virus defenses as death toll hits 56,"Sébastien Ricci, Agence France-Presse","


Medical staff are seen at a hotel lobby where tourists from Hubei province, the centre of the coronavirus outbreak, will have 14-day centralised medical observation, in Haikou, Hainan province, China January 25, 2020. cnsphoto via Reuters


WUHAN (2nd UPDATE) - China on Sunday expanded drastic travel restrictions to contain a viral contagion that has killed 56 people and infected nearly 2,000, as the United States and France prepared to evacuate their citizens from a quarantined city at the outbreak's epicenter.
China has locked down the hard-hit province of Hubei in the country's center in an unprecedented operation affecting tens of millions of people to slow the spread of a respiratory illness that President Xi Jinping said posed a ""grave"" threat.
Outside the epicenter, three cities, including Beijing, and an eastern province announced bans on long-distance buses from entering or leaving their borders.
Originating in Hubei's capital of Wuhan, the virus has spread throughout China and around the world, with cases confirmed in around a dozen countries as distant as France, Australia and the United States.
The US State Department said on Sunday it was arranging a flight to repatriate staff at its Wuhan consulate and other American citizens trapped in the city.
The flight departs Wuhan on Tuesday for San Francisco, it said in an email to Americans in China, while warning of ""extremely limited"" capacity for private citizens.
France's government and the French carmaker PSA -- which has a sizable presence in Wuhan -- also said they were formulating plans to evacuate staff and relatives, who would be taken to a city in a neighboring province for a quarantine period.
Sri Lanka said its Beijing embassy was considering action regarding its nationals in Wuhan.
TRAVEL BANS
China would normally be celebrating the Lunar New Year holiday this week, but Wuhan's eerie quarantine calm deepened on Sunday as new restrictions banned most road traffic in the metropolis of 11 million.
Loudspeakers offered tips slathered with bravado.
""Do not believe in rumors. Do not spread rumors. If you feel unwell, go to the hospital in time,"" the message said.
""Wuhan is a city that dares to face difficulties and keeps overcoming them,"" the female voice added, mentioning the deadly 2002-03 SARS epidemic and 1998 Yangtze River flooding.
Israt Zahan, a Bangladeshi doctoral candidate living in Wuhan said she and other students were staying in their homes as it was ""too risky"" to go outside.
""The bustling city looks like a ghost town from my window. The shops are all shut down. I am rationing the food at my home. It will last for two days. Then I don't know what I would do,"" she told AFP by phone.
Despite anxious scenes at crowded hospitals in recent days, there were no signs of panic in the city. 
But defenses were bolstered elsewhere in the country.
Beijing suspended long-distance bus services into and out of the capital beginning Sunday. Similar suspensions are planned for the entire eastern province of Shandong -- home to 100 million people -- plus the northern cities of Tianjin and Xi'an.
The southern city of Shantou had announced a ban on vehicles entering its jurisdiction after detecting two cases, but authorities later reversed the decision.
Overseas Chinese tour groups will be suspended from Monday while domestic trips have already been halted since Friday.
In the semi-autonomous southern city of Hong Kong, Disneyland announced Sunday it had closed as a precaution following the government's declaration of an emergency to combat the crisis. Shanghai's Disneyland park had already closed Saturday.
VIRUS SPREAD 'ACCELERATING'
The nationwide death toll rose to 56 after 15 new deaths, most of them in Hubei.
Shanghai on Sunday reported its first death -- an 88-year-old man who had pre-existing health problems.
It was the first death reported in an internationally connected major Chinese city outside of Wuhan, where the outbreak is believed to have originated in a market where animals like rats, snakes and hedgehogs were sold as food.
The government says most deaths involved the elderly or people already weakened by pre-existing health conditions.
Fearing a repeat of SARS, China has dramatically scaled back celebrations and travel associated with the New Year holiday, which began Friday, while tourist sites like Beijing's Forbidden City and a section of the Great Wall have closed as a precaution. 
Xi said at a Communist Party leadership meeting on the crisis that China was ""faced with the grave situation of an accelerating spread"" of the virus, calling for stepped-up prevention.
Measures have been ordered nationwide to detect and isolate people carrying the virus on planes, trains and buses.
In Wuhan, China's military has dispatched 450 medics, many with experience combating infectious diseases, to help treat patients in the city, many of whom reported hours-long waits at overwhelmed hospitals.
Wuhan is racing to build two makeshift virus-focused field hospitals within a fortnight to ease the pressure. The first could be ready in just over a week.
","['\n ', 'wuhan', 'city', 'china', 'said', 'province', 'sunday', 'virus', 'spread', 'people', 'beijing', 'new', 'hubei', 'death', 'reported', 'hospitals', 'france', 'long', 'outbreak', 'staff', 'citizens', 'announced', 'outside', 'closed', 'government', 'travel', 'like', 'home', 'pre', 'epicenter']",[],[[]],,0,,[]
2020-01-25,nCov,China deploys army medics to overwhelmed virus epicentre,"Sébastien Ricci, Agence France-Presse","


Workers take the body temperature of passengers before they enter the subway station outside the Beijing Railway Station in central Beijing, Jan. 25, 2020. Thomas Peter, Reuters


WUHAN - The Chinese army deployed medical specialists Saturday to the epicenter of a spiraling viral outbreak that has killed 41 people and spread around the world, as millions spent their normally festive Lunar New Year holiday under lockdown.
The country's most important celebration has been all but canceled for some 56 million people as authorities expanded travel bans in central Hubei province, now affecting 18 cities.
On Saturday, when they should have been celebrating, citizens of Wuhan stood in line at a pharmacy to buy masks from employees in full-body protective suits and surgical gloves.
On the eastern outskirts of Wuhan -- Hubei's capital and the source of the previously unknown 2019 Novel Coronavirus (2019-nCoV) -- police manning a roadblock turned away a handful of vehicles trying to exit the city. 
""Nobody can leave,"" an officer told AFP.
But the police allowed some medical workers who had gone home for the holidays to re-enter the city to help at overwhelmed hospitals.
""They need us to go there, otherwise they will be too exhausted,"" said one of the women, pulling a suitcase.
But the respiratory contagion continues to spread.
The nationwide death toll has jumped to 41, the government said Saturday, after 15 more people died in Wuhan.

China virus death toll jumps to 41, cases soar to nearly 1,300

Confirmed infections also surged to 1,287, up from 830 reported 24 hours earlier. Most of the deaths and overall cases have been in Hubei.
In a dramatic escalation of the central government's involvement, China deployed 450 military medical staff to Wuhan, state media said.
The medics, who arrived on military aircraft late Friday, include doctors with experience combating SARS or Ebola and will be dispatched to hospitals that are reportedly short on beds due to a crush of infected patients and worried locals.
The National Health Commission also ordered nationwide measures to detect people carrying the virus on planes, trains and buses across the country.
PROTECT YOURSELF
""Everyone is just trying to protect themselves,"" said a man in a surgical mask at a Wuhan pharmacy where customers were stocking up on masks, gloves and disinfectant.
But the man, who declined to give his name, expressed confidence in Chinese authorities.
""The government is handling this. It's not a problem.""
The virus has caused global concern because of its similarity to SARS (Severe Acute Respiratory Syndrome), which killed hundreds across mainland China and Hong Kong in 2002 to 2003 and spread to a number of other countries.
It has now spread nationwide and to a dozen other countries, with France saying 3 cases had been confirmed there -- the first known European infections.

France confirms first three cases of coronavirus in Europe 

Australia and Malaysia on Saturday became the latest countries to confirm infections.
Beijing's Forbidden City, Shanghai Disneyland, and a section of the Great Wall are among many attractions that have closed as a precaution.
The New Year is usually a joyous occasion for family reunions, but not for many in Wuhan.
""Usually we celebrate as a family. Now, because of the virus I'm not even visiting my parents,"" said Wang Fang, a 49-year-old Wuhan native.
""It'll be great just to be able to make it through (the outbreak).""
TRUMP PRAISE
China's aggressive response has won praise, especially compared to its handling of SARS, when it was accused of reacting sluggishly and stonewalling the international community.
""China has been working very hard to contain the Coronavirus,"" US President Donald Trump tweeted, hours after the United States confirmed its second case.
""The United States greatly appreciates their efforts and transparency,"" he added.
""It will all work out well.""
The virus emerged at a bad time for containment, with hundreds of millions of Chinese rushing home for the holiday.
The timing could limit the economic impact, however, since much of China normally shuts down during the roughly week-long break.
The outbreak emerged in late December, traced to a Wuhan seafood and live animal market that sold a vast range of exotic animals and other bushmeat.

'This time I'm scared': Experts fear too late for China virus lockdown 

The World Health Organization on Thursday stopped short of declaring a global emergency, which would have prompted greater international cooperation, including possible trade and travel restrictions.
Wuhan resembles a ghost town due to the clampdown, but hospitals bustled with worried patients being screened by staff wearing full-body protective suits.
The city's Guiyuan Temple is normally thronged for the Lunar New Year with tens of thousands of devotees paying respects to a deity associated with wealth.
But police manning a roadblock on Saturday turned away AFP journalists, saying the temple was closed to prevent the virus spread.
Authorities began building a new field hospital in Wuhan to deal with the outbreak, which state media said could be ready in 10 days.
","['\n ', 'wuhan', 'china', 'virus', '\n\n ', 'said', 'saturday', 'spread', 'outbreak', 'new', 'cases', 'people', 'city', 'hospitals', 'authorities', 'beijing', 'medical', 'chinese', 'year', 'late', 'countries', 'police', 'confirmed', 'nationwide', '41', 'central', 'sars', 'coronavirus', 'normally', 'hubei']","['1,300\n\nConfirmed']",[[]],,"1300

Confirmed",,[]
2020-01-25,nCov,Australia confirms 1st coronavirus cases,Agence France-Presse,"


Passengers wearing masks sit on an Air China flight from Sydney to Beijing before takeoff, in Sydney, Australia, Jan. 24, 2020. Thomas Peter, Reuters


SYDNEY - Australia confirmed on Saturday its first 4 cases of the new coronavirus that has claimed 41 lives in China, becoming the latest country in a growing list to be affected by the illness.
One man was being treated in isolation after arriving in Melbourne a week ago from the Chinese city of Wuhan, the epicenter of the outbreak.
He has pneumonia but is in a stable condition, health officials said.
Three other men in Sydney who also arrived recently from China had tested positive for the disease and were in isolation in local hospitals.
""They are not particularly unwell,"" New South Wales state chief health officer Kerry Chant told a press conference.
She said public health officials had managed to track most of the people who had been with 2 of the men on their flights from China and none were showing symptoms of the illness.
Officials were still trying to trace the travel of the other man and are waiting on test results from several other people suspected of contracting the disease.
NSW Health Minister Brad Hazzard praised the 3 men in Sydney for approaching doctors once their symptoms arose. 
Authorities in Queensland state said 5 other people had been cleared after they were suspected of infection.
The previously unknown 2019 Novel Coronavirus (2019-nCoV) is thought to have originated in a market in Wuhan where exotic animals and bushmeat were sold.
It has infected around 1,300 people in China and spread to almost a dozen other countries, including France and the United States.

The global spread of the coronavirus: Where is it?

The virus has caused global concern because of its similarity to SARS (Severe Acute Respiratory Syndrome), which killed hundreds across mainland China and Hong Kong in 2002 to 2003.
Health experts say some human-to-human transmission has been recorded, particularly in Wuhan, a city of 11 million now under lockdown in a bid to limit the spread of the disease.
Australian health minister Greg Hunt said passengers who traveled on the same Melbourne-bound plane as the infected man were being contacted ""to provide them with information and advice.""
","['\n ', 'china', 'health', 'sydney', 'said', 'people', 'men', 'coronavirus', 'man', 'wuhan', 'officials', 'spread', 'disease', 'human', 'symptoms', 'australia', '\n\n\n ', 'state', 'city', 'infected', 'passengers', 'isolation', 'melbourne', '\n\n ', 'particularly', 'illness', 'suspected', 'global', 'new', 'minister']",['4 cases'],[[]],suspected,4,cases,[]
